property_id,property_url,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,primary_image_url,breadcrumbs,amenities,description
Bayut - Kareem-10674-qyD40c,https://www.bayut.com/property/details-12022497.html,For Rent,Apartment,24-Jun-25,Furnished,"{'currency': 'AED', 'amount': '46,999'}",Dubai Sports City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '448 sqft'}",,Farjad Mahmood,https://images.bayut.com/thumbnails/781267168-800x600.jpeg,,,
Bayut - UCFBYT-Z2-1BHKB,https://www.bayut.com/property/details-12056472.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '55,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '715 sqft'}",,Mansoor Waheed Abdul Waheed,https://images.bayut.com/thumbnails/781911991-800x600.jpeg,,,
Bayut - UCFBYT-Z2-1BHKA,https://www.bayut.com/property/details-12056394.html,For Rent,Apartment,28-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '55,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '800 sqft'}",,Mansoor Waheed Abdul Waheed,https://images.bayut.com/thumbnails/781910882-800x600.jpeg,,,
Bayut - UCFBYT-BURJ3-STUDIO,https://www.bayut.com/property/details-11523611.html,For Rent,Apartment,02-May-25,Unfurnished,"{'currency': 'AED', 'amount': '41,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '450 sqft'}",,Mansoor Waheed Abdul Waheed,https://images.bayut.com/thumbnails/776233499-800x600.jpeg,,,
Bayut - 100037-omIoGI,https://www.bayut.com/property/details-11818077.html,For Rent,Apartment,01-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '72,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '651 sqft'}",,Faheem Israr,https://images.bayut.com/thumbnails/781904200-800x600.jpeg,,,
Bayut - FLM-R-MTHG6,https://www.bayut.com/property/details-10926290.html,For Rent,Townhouse,19-Feb-25,,"{'currency': 'AED', 'amount': '179,999'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '2,536 sqft'}",,,,,,
Bayut - 6775-ppvRZa,https://www.bayut.com/property/details-11355626.html,For Rent,Apartment,15-Apr-25,,"{'currency': 'AED', 'amount': '60,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '408 sqft'}",,Fouzi Henni,https://images.bayut.com/thumbnails/769206519-800x600.jpeg,,,
Bayut - CPR198,https://www.bayut.com/property/details-11560639.html,For Rent,Apartment,06-May-25,Furnished,"{'currency': 'AED', 'amount': '65,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '346 sqft'}",,Shan Weerappulige,https://images.bayut.com/thumbnails/772952848-800x600.jpeg,,,
Bayut - 1028201195744,https://www.bayut.com/property/details-12045304.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '48,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '422 sqft'}",,Yelizaveta Marulina,https://images.bayut.com/thumbnails/781671625-800x600.jpeg,,,
Bayut - IRE-1BHK-UF-M5*0,https://www.bayut.com/property/details-12052567.html,For Rent,Apartment,27-Jun-25,,"{'currency': 'AED', 'amount': '54,000'}",Dubai South,"{'bedrooms': '1', 'bathrooms': '2', 'size': '638 sqft'}",,Nayana Jayarajan,https://images.bayut.com/thumbnails/781847336-800x600.jpeg,,,
Bayut - 2BHK-MNTLY,https://www.bayut.com/property/details-12054129.html,For Rent,Apartment,27-Jun-25,,"{'currency': 'AED', 'amount': '62,500'}",Deira,"{'bedrooms': '1', 'bathrooms': '2', 'size': '600 sqft'}",,,https://images.bayut.com/thumbnails/781873951-800x600.jpeg,,,
Bayut - ARN-R-5407,https://www.bayut.com/property/details-11887501.html,For Rent,Apartment,11-Jun-25,,"{'currency': 'AED', 'amount': '240,000'}",Bur Dubai,"{'bedrooms': '4', 'bathrooms': '5', 'size': '3,351 sqft'}",,Ali Mehboob,https://images.bayut.com/thumbnails/778738180-800x600.jpeg,,,
Bayut - burj-view-p-rnt-95,https://www.bayut.com/property/details-12048141.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '94,999'}",Downtown Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '906 sqft'}",,Asma Ali,https://images.bayut.com/thumbnails/781763525-800x600.jpeg,,,
Bayut - CB-R-05675,https://www.bayut.com/property/details-12021096.html,For Rent,Apartment,24-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '62,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '742 sqft'}",,Aber Ali Salem Al Momani,https://images.bayut.com/thumbnails/781243548-800x600.jpeg,,,
Bayut - 9822-KBRsei,https://www.bayut.com/property/details-4711949.html,For Rent,Hotel Apartment,23-Jun-25,Furnished,"{'currency': 'AED', 'amount': '76,200'}",Barsha Heights (Tecom),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '465 sqft'}",,,https://images.bayut.com/thumbnails/781166028-400x300.jpeg,,,
Bayut - 5392947,https://www.bayut.com/property/details-7706642.html,For Rent,Apartment,19-Jul-23,Unfurnished,"{'currency': 'AED', 'amount': '115,000'}",Dubai Marina,"{'bedrooms': '1', 'bathrooms': '2', 'size': '841 sqft'}",,Rudolf Joseph Pulikan,https://images.bayut.com/thumbnails/413070992-800x600.jpeg,,,
Bayut - 100037-1OH8qW,https://www.bayut.com/property/details-11989717.html,For Rent,Villa,21-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '305,000'}",,"{'bedrooms': '5', 'bathrooms': '6', 'size': '3,410 sqft'}",,Pir Imtiaz Hussain,,,,
Bayut - RL-97484,https://www.bayut.com/property/details-11983859.html,For Rent,Townhouse,20-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '185,000'}",Dubai Science Park,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,572 sqft'}",,Enes Tat,https://images.bayut.com/thumbnails/779311099-400x300.jpeg,,,
Bayut - 1028201189749,https://www.bayut.com/property/details-11963058.html,For Rent,Apartment,18-Jun-25,Furnished,"{'currency': 'AED', 'amount': '48,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '423 sqft'}",,Yelizaveta Marulina,https://images.bayut.com/thumbnails/781132082-800x600.jpeg,,,
Bayut - DNL-R-10398,https://www.bayut.com/property/details-11973915.html,For Rent,Apartment,19-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '150,000'}",Al Wasl,"{'bedrooms': '1', 'bathrooms': '2', 'size': '947 sqft'}",,Shoaib Abbas,https://images.bayut.com/thumbnails/781152180-800x600.jpeg,,,
Bayut - RL-141431,https://www.bayut.com/property/details-11952544.html,For Rent,Apartment,18-Jun-25,Furnished,"{'currency': 'AED', 'amount': '190,000'}",Dubai Marina,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,395 sqft'}",,Philip Neile,https://images.bayut.com/thumbnails/779900369-800x600.jpeg,,,
Bayut - MB@CelestiaBHK,https://www.bayut.com/property/details-11976623.html,For Rent,Apartment,20-Jun-25,Furnished,"{'currency': 'AED', 'amount': '65,000'}",Dubai South,"{'bedrooms': '1', 'bathrooms': '2', 'size': '832 sqft'}",,Merian Cantoria,https://images.bayut.com/thumbnails/780436293-800x600.jpeg,,,
Bayut - evid/Amma/25803,https://www.bayut.com/property/details-11986783.html,For Rent,Apartment,21-Jun-25,,"{'currency': 'AED', 'amount': '49,999'}",Jebel Ali,"{'bedrooms': '1', 'bathrooms': '1', 'size': '364 sqft'}",,Ammar Abbasi,https://images.bayut.com/thumbnails/780532127-800x600.jpeg,,,
Bayut - B-AR-138477,https://www.bayut.com/property/details-11969362.html,For Rent,Apartment,19-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '195,000'}",Jumeirah Beach Residence (JBR),"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,991 sqft'}",,Aurelia Prigoda,https://images.bayut.com/thumbnails/780175346-800x600.jpeg,,,
Bayut - B - 3613 The Palm Tower - LT,https://www.bayut.com/property/details-10323822.html,For Rent,Apartment,12-Mar-25,Furnished,"{'currency': 'AED', 'amount': '244,900'}",Palm Jumeirah,"{'bedrooms': '1', 'bathrooms': '1', 'size': '1,056 sqft'}",,Olha Fedotova,https://images.bayut.com/thumbnails/757524190-800x600.jpeg,,,
Bayut - RL-140151,https://www.bayut.com/property/details-11861104.html,For Rent,Apartment,09-Jun-25,Furnished,"{'currency': 'AED', 'amount': '650,000'}",Dubai Marina,"{'bedrooms': '4', 'bathrooms': '5', 'size': '4,543 sqft'}",,Jonathan Newland,https://images.bayut.com/thumbnails/778798605-800x600.jpeg,,,
Bayut - Rent-knightbridge,https://www.bayut.com/property/details-11881680.html,For Rent,Apartment,10-Jun-25,,"{'currency': 'AED', 'amount': '48,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '514 sqft'}",,Amena Begum,https://images.bayut.com/thumbnails/778735696-800x600.jpeg,,,
Bayut - freb062A,https://www.bayut.com/property/details-11941920.html,For Rent,Apartment,17-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '139,900'}",Dubai Marina,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,760 sqft'}",,Asif Sohaib Raja,https://images.bayut.com/thumbnails/779727006-800x600.jpeg,,,
Bayut - 100386-1vDHzQ,https://www.bayut.com/property/details-11909952.html,For Rent,Apartment,13-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '132,000'}",Downtown Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '931 sqft'}",,Mhuzieda Jaji,https://images.bayut.com/thumbnails/779087484-800x600.jpeg,,,
Bayut - AP8141L,https://www.bayut.com/property/details-11893913.html,For Rent,Apartment,11-Jun-25,Furnished,"{'currency': 'AED', 'amount': '85,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '1', 'size': '485 sqft'}",,Mansour Mofti,https://images.bayut.com/thumbnails/778839960-800x600.jpeg,,,
Bayut - APT-R-1 bhk- B8,https://www.bayut.com/property/details-11940603.html,For Rent,Apartment,17-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '55,990'}",Dubai South,"{'bedrooms': '1', 'bathrooms': '2', 'size': '725 sqft'}",,Zeeshan Zahoor,https://images.bayut.com/thumbnails/779708374-800x600.jpeg,,,
Bayut - SUB-1BR,https://www.bayut.com/property/details-11922956.html,For Rent,Apartment,14-Jun-25,Furnished,"{'currency': 'AED', 'amount': '75,000'}",Jebel Ali,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,214 sqft'}",,Kiran Bashir,https://images.bayut.com/thumbnails/779553333-800x600.jpeg,,,
Bayut - 1502-Ap-R-0045,https://www.bayut.com/property/details-7011188.html,For Rent,Apartment,24-Dec-24,,"{'currency': 'AED', 'amount': '50,000'}",Al Warqaa,"{'bedrooms': '1', 'bathrooms': '2', 'size': '820 sqft'}",,Neliza Honey Yalung Garcia,https://images.bayut.com/thumbnails/746124574-800x600.jpeg,,,
Bayut - LUL-R-12088,https://www.bayut.com/property/details-11505797.html,For Rent,Villa,30-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '600,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '5,250 sqft'}",,Dolores Jimenez,,,,
Bayut - JAW-03,https://www.bayut.com/property/details-11554861.html,For Rent,Apartment,05-May-25,,"{'currency': 'AED', 'amount': '95,000'}",Sobha Hartland,"{'bedrooms': '1', 'bathrooms': '2', 'size': '635 sqft'}",,Hadeeba Abbass,https://images.bayut.com/thumbnails/772580908-800x600.jpeg,,,
Bayut - 100037-tulip2br145,https://www.bayut.com/property/details-11626578.html,For Rent,Apartment,12-May-25,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,223 sqft'}",,Faheem Israr,https://images.bayut.com/thumbnails/781339446-800x600.jpeg,,,
Bayut - GH-Harmony3.4br-046,https://www.bayut.com/property/details-11666411.html,For Rent,Villa,16-May-25,Unfurnished,"{'currency': 'AED', 'amount': '550,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '4,016 sqft'}",,Vishal Vaswani,https://images.bayut.com/thumbnails/780587383-400x300.jpeg,,,
Bayut - 100037-rUw1hb,https://www.bayut.com/property/details-11655287.html,For Rent,Villa,15-May-25,Unfurnished,"{'currency': 'AED', 'amount': '219,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '2,143 sqft'}",,Pir Imtiaz Hussain,https://images.bayut.com/thumbnails/780587383-400x300.jpeg,,,
Bayut - 106955-FUmEhH,https://www.bayut.com/property/details-11644499.html,For Rent,Villa,14-May-25,,"{'currency': 'AED', 'amount': '550,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '1', 'size': '3,900 sqft'}",,Ali Hamza,https://images.bayut.com/thumbnails/780022273-400x300.jpeg,,,
Bayut - luam21-rent67-studio,https://www.bayut.com/property/details-11646857.html,For Rent,Apartment,14-May-25,Unfurnished,"{'currency': 'AED', 'amount': '48,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '421 sqft'}",,Yelizaveta Marulina,https://images.bayut.com/thumbnails/781588154-800x600.jpeg,,,
Bayut - IRB-1B50635223,https://www.bayut.com/property/details-12056534.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '90,000'}",Culture Village (Jaddaf Waterfront),"{'bedrooms': '1', 'bathrooms': '1', 'size': '765 sqft'}",,Ehsan Javed,https://images.bayut.com/thumbnails/781912779-800x600.jpeg,,,
Bayut - AP14925L,https://www.bayut.com/property/details-12056750.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '154,999'}",Downtown Dubai,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '1'}"", 'bathrooms': '2', 'size': '782 sqft'}",,Yash Shroff,https://images.bayut.com/thumbnails/781914953-800x600.jpeg,,,
Bayut - Azizi Riviera 16-HBS-001249-MT,https://www.bayut.com/property/details-12056714.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '70,000'}",Meydan City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '1'}"", 'bathrooms': '1', 'size': '526 sqft'}",,Mukesh Tekwani,https://images.bayut.com/thumbnails/781914638-800x600.jpeg,,,
Bayut - 100037-EJmJgc,https://www.bayut.com/property/details-12055615.html,For Rent,Townhouse,28-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '320,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '3,556 sqft'}",,Saad Mustafa,,,,
Bayut - 100037-CgikGS,https://www.bayut.com/property/details-12056155.html,For Rent,Villa,28-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '330,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '1', 'size': '4,914 sqft'}",,Ahmed Raza Ghulam Murtaza,https://images.bayut.com/thumbnails/780022273-400x300.jpeg,,,
Bayut - 5312-otiQV5,https://www.bayut.com/property/details-12056299.html,For Rent,Villa,28-Jun-25,,"{'currency': 'AED', 'amount': '160,000'}",,"{'bedrooms': '', 'bathrooms': '', 'size': '1,137 sqft'}",,Fatima Rahmani,,,,
Bayut - IRB-1B3084444,https://www.bayut.com/property/details-12056694.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '85,000'}",Culture Village (Jaddaf Waterfront),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '1'}"", 'bathrooms': '2', 'size': '678 sqft'}",,Ehsan Javed,https://images.bayut.com/thumbnails/781914442-800x600.jpeg,,,
Bayut - 100037-3K1wmL,https://www.bayut.com/property/details-12043567.html,For Rent,Apartment,26-Jun-25,Furnished,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '681 sqft'}",,Faisal Abdullah,https://images.bayut.com/thumbnails/781643912-800x600.jpeg,,,
Bayut - BAA-R-15753,https://www.bayut.com/property/details-12056753.html,For Rent,Villa,28-Jun-25,,"{'currency': 'AED', 'amount': '330,000'}",,"{'bedrooms': '', 'bathrooms': '', 'size': '3,411 sqft'}",,Romila Zingkhai,,,,
Bayut - L-246456__A,https://www.bayut.com/property/details-12051085.html,For Rent,Apartment,27-Jun-25,Furnished,"{'currency': 'AED', 'amount': '80,000'}",Downtown Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '514 sqft'}",,Ewan Kent,https://images.bayut.com/thumbnails/781828023-800x600.jpeg,,,
Bayut - MER/112@60k,https://www.bayut.com/property/details-12054956.html,For Rent,Apartment,27-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '60,000'}",International City,"{'bedrooms': '1', 'bathrooms': '1', 'size': '970 sqft'}",,Jaleel Ahmad,https://images.bayut.com/thumbnails/781888818-800x600.jpeg,,,
Bayut - 6585-h6o7Md B70 F30,https://www.bayut.com/property/details-12056145.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,012 sqft'}",,Usman Amjad,https://images.bayut.com/thumbnails/781911407-800x600.jpeg,,,
Bayut - 106957-joVkE7,https://www.bayut.com/property/details-12056443.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Triangle (JVT),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '1'}"", 'bathrooms': '2', 'size': '820 sqft'}",,Amrin Noufal,https://images.bayut.com/thumbnails/781912044-800x600.jpeg,,,
Bayut - 106957-qIRc5j,https://www.bayut.com/property/details-12056604.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Triangle (JVT),"{'bedrooms': '4', 'bathrooms': '5', 'size': '820 sqft'}",,Shihana Shahul,https://images.bayut.com/thumbnails/781914187-800x600.jpeg,,,
Bayut - 1025701195691,https://www.bayut.com/property/details-12056825.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '60,999'}",Business Bay,"{'bedrooms': '4', 'bathrooms': '5', 'size': '402 sqft'}",,Roshan Gunasekara,https://images.bayut.com/thumbnails/781915980-800x600.jpeg,,,
Bayut - CB-R-05710,https://www.bayut.com/property/details-12048240.html,For Rent,Apartment,26-Jun-25,Furnished,"{'currency': 'AED', 'amount': '128,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,055 sqft'}",,Hussein Fathi,https://images.bayut.com/thumbnails/781765512-800x600.jpeg,,,
Bayut - ALI-R-1B-Hyati,https://www.bayut.com/property/details-12034092.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '82,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '820 sqft'}",,Ibtihaj Ali,https://images.bayut.com/thumbnails/781518208-800x600.jpeg,,,
Bayut - STR/YP-140K,https://www.bayut.com/property/details-12056309.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '140,000'}",Deira,"{'bedrooms': '1', 'bathrooms': '1', 'size': '1,433 sqft'}",,Abdu  Sahad,https://images.bayut.com/thumbnails/781909479-800x600.jpeg,,,
Bayut - ARE-R-36552-590,https://www.bayut.com/property/details-12047725.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '185,000'}",Dubai Creek Harbour,"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,458 sqft'}",,Talieh Nesari,https://images.bayut.com/thumbnails/781755771-800x600.jpeg,,,
Bayut - 207777tttyyttyy,https://www.bayut.com/property/details-12053039.html,For Rent,Apartment,27-Jun-25,,"{'currency': 'AED', 'amount': '90,000'}",Sheikh Zayed Road,"{'bedrooms': '4', 'bathrooms': '5', 'size': '878 sqft'}",,Muhammad Shahbaz,https://images.bayut.com/thumbnails/781914538-800x600.jpeg,,,
Bayut - MAK0134,https://www.bayut.com/property/details-12053194.html,For Rent,Apartment,27-Jun-25,Furnished,"{'currency': 'AED', 'amount': '65,000'}",Dubai South,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '1'}"", 'bathrooms': '2', 'size': '814 sqft'}",,Amir Iqbal,https://images.bayut.com/thumbnails/781899564-800x600.jpeg,,,
Bayut - 11215-Ei8xF0,https://www.bayut.com/property/details-12056790.html,For Rent,Apartment,28-Jun-25,,"{'currency': 'AED', 'amount': '105,000'}",Meydan City,"{'bedrooms': '4', 'bathrooms': '5', 'size': '880 sqft'}",,Arslan Ali Muhammad Irshad,https://images.bayut.com/thumbnails/781915428-800x600.jpeg,,,
Bayut - 11215-NSIkxk,https://www.bayut.com/property/details-12053995.html,For Rent,Apartment,27-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '52,000'}",Meydan City,"{'bedrooms': '4', 'bathrooms': '5', 'size': '337 sqft'}",,Hamza Javed,https://images.bayut.com/thumbnails/781870831-800x600.jpeg,,,
Bayut - RL-143152,https://www.bayut.com/property/details-12033099.html,For Rent,Townhouse,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '200,000'}",,"{'bedrooms': '3', 'bathrooms': '4', 'size': '4,014 sqft'}",,Harrison Abbiss,,,,
